"phone.number","contract.start.date","plan.id","contract.end.date","nrs","dob"
"01 857 1147",2015-03-17,1,,"C1",1984-01-02
"0402 024 8797",2014-08-13,1,2018-07-01,"B",1988-08-10
"053 804 6298",2012-03-25,1,,"C1",1978-04-14
"090 601 1460",2017-05-02,1,,"C2",1965-11-04
"01 971 6602",2014-02-12,1,,"C1",1963-05-19
"043 549 2235",2016-07-23,1,,"C1",1967-07-07
"025 592 2017",2012-06-21,3,,"C2",1983-04-11
"058 166 1533",2015-11-16,3,,"C1",1994-06-04
"01 525 4586",2013-08-01,1,,"D",1958-02-25
"01 499 5442",2013-12-25,2,,"C1",1997-12-14
"01 626 6330",2014-03-01,1,,"C1",1977-11-28
"068 995 4008",2016-07-06,2,,"C2",1962-11-23
"01 322 7430",2018-06-22,1,,"E",1973-11-16
"065 938 0930",2014-05-18,3,,"C1",1958-07-18
"01 259 8642",2016-03-15,2,,"C1",1974-02-13
"051 728 4935",2017-12-17,1,,"A",1966-12-14
"095 546 3703",2017-06-18,2,,"C2",1983-10-30
"026 881 2333",2015-05-16,1,,"D",1998-11-05
"0504 539 1903",2016-02-08,1,,"C1",1967-05-22
"047 547 2020",2014-09-18,2,2018-07-01,"C1",1971-07-23
"01 969 0395",2017-07-17,3,,"B",1978-04-25
"021 691 8782",2017-07-31,2,,"B",1979-10-14
"01 861 2842",2016-12-14,3,,"C1",1993-02-27
"071 808 6295",2012-02-01,2,,"B",1970-06-22
"071 824 4484",2012-03-01,1,,"B",1970-04-19
"01 411 7241",2014-05-12,3,2018-07-01,"D",1971-12-17
"094 643 2753",2016-07-16,3,,"E",1956-05-24
"065 884 1480",2018-05-30,3,,"C1",1974-08-27
"071 575 1575",2014-04-10,1,,"B",1993-12-07
"068 861 0426",2016-09-02,2,,"C2",1954-07-16
"01 204 7328",2012-07-18,1,,"C1",1970-04-09
"067 177 7616",2016-07-25,2,,"C1",1991-02-18
"01 639 9600",2016-12-17,1,,"A",1986-11-14
"027 139 0732",2014-10-02,3,,"B",1971-12-20
"01 932 0466",2013-08-08,2,,"B",1981-06-14
"01 566 0366",2015-03-30,1,,"E",1961-04-19
"026 842 3147",2014-03-24,2,2018-07-01,"C2",1961-02-16
"041 664 5553",2012-03-07,2,,"D",1953-06-10
"01 030 9775",2014-10-31,2,,"B",1983-05-30
"01 615 1122",2017-06-10,1,,"C1",1989-04-13
"025 025 6472",2013-11-22,3,,"A",1966-07-15
"01 017 4464",2017-04-30,1,,"B",1982-06-13
"043 501 1481",2018-01-01,1,,"C2",1999-07-21
"051 065 7077",2012-04-25,1,,"C1",1997-03-15
"065 609 1938",2017-02-03,2,,"C1",1980-04-19
"024 437 7428",2018-06-17,2,,"A",1990-03-12
"01 639 4738",2012-05-07,1,,"B",1979-12-18
"01 455 8779",2012-04-11,3,,"C1",1977-04-26
"045 852 6847",2016-01-06,2,,"C2",1985-07-13
"061 305 0842",2015-03-23,1,2018-07-01,"B",1974-11-04
"01 174 2216",2017-06-09,2,,"B",1973-08-21
"028 161 6715",2015-03-22,2,2018-07-01,"D",1970-12-06
"01 904 0270",2016-10-19,1,,"D",1963-03-22
"0404 805 6086",2013-10-04,2,,"B",1953-04-25
"049 356 3177",2018-10-20,1,,"C2",1996-11-27
"027 189 6536",2014-12-17,2,,"B",1980-05-13
"052 181 3888",2017-01-20,1,2018-07-01,"C2",1969-03-12
"064 010 8792",2015-01-27,3,,"C1",1997-07-22
"01 259 2739",2016-03-02,2,,"C1",1957-08-10
"01 808 1225",2014-11-05,1,,"D",1998-02-15
"01 183 5281",2014-03-05,2,,"C1",1960-04-14
"01 026 0033",2012-02-03,2,,"C2",1963-06-20
"01 867 4428",2016-10-12,1,,"B",1972-10-24
"01 403 0646",2018-01-14,2,,"C2",1971-06-16
"01 586 6869",2015-11-10,3,2018-07-01,"B",1999-10-08
"056 032 7196",2016-08-04,2,,"C1",1976-05-21
"01 905 8637",2014-03-29,1,,"B",1968-12-11
"01 569 5316",2015-06-09,1,2018-07-01,"C1",1955-04-21
"01 033 0608",2013-10-21,2,,"C1",1962-02-16
"01 769 9517",2014-07-18,3,2018-07-01,"D",1977-10-24
"053 628 8274",2015-12-24,1,,"C1",1976-08-24
"01 663 1196",2016-01-02,2,,"C2",1991-11-08
"097 281 6517",2016-11-20,1,,"C2",1999-02-08
"01 470 8409",2015-04-30,1,,"E",1989-12-25
"01 312 4383",2013-02-15,1,,"C1",1999-11-10
"066 584 8414",2015-10-31,3,,"C2",1981-08-24
"026 764 2850",2018-04-05,3,,"B",1950-01-09
"058 421 7656",2013-04-05,2,,"C1",1985-12-06
"091 297 7512",2012-11-14,1,,"C2",1956-12-17
"094 150 9547",2012-09-15,2,,"C1",1988-10-28
"01 176 4000",2016-06-21,2,,"B",1993-10-20
"01 560 4112",2012-08-20,3,,"C1",1992-03-23
"065 646 4912",2018-03-22,1,,"D",1985-03-25
"01 012 0111",2014-03-25,2,,"C2",1985-12-30
"045 892 8670",2014-11-29,1,,"C2",1992-03-20
"01 321 5309",2018-02-26,2,2018-07-01,"C1",1986-03-25
"01 696 4004",2013-12-19,2,,"C2",1964-02-03
"01 482 0697",2016-09-09,3,,"D",1955-05-23
"01 089 2346",2014-01-10,3,,"B",1998-09-26
"01 087 4510",2014-07-21,2,2018-07-01,"B",1958-08-25
"064 100 9875",2017-05-01,1,,"B",1973-06-16
"01 335 9866",2015-04-18,2,,"C1",1954-05-23
"091 033 6496",2014-11-24,3,,"C2",1998-10-03
"01 052 9668",2014-10-10,3,,"C1",1973-04-19
"057 903 3978",2014-05-22,1,2018-07-01,"C2",1972-05-11
"01 866 5576",2017-07-14,2,,"B",1962-07-11
"01 931 3576",2014-10-28,3,,"C1",1957-01-06
"027 755 8811",2018-08-06,2,,"D",1965-08-05
"01 104 6077",2018-03-31,3,,"E",1981-07-14
"01 246 5428",2014-12-18,2,2018-07-01,"B",1990-09-29
"042 766 8652",2012-05-01,3,,"C2",1981-03-30
"01 647 5910",2014-02-06,2,,"C2",1984-11-27
"01 747 8556",2018-02-24,2,,"D",1988-10-06
"098 599 7760",2014-01-24,1,,"B",1976-08-06
"01 648 8979",2012-06-06,1,,"C2",1951-05-29
"01 046 7923",2014-08-07,2,,"C1",1960-08-25
"01 900 6379",2017-11-07,2,,"E",1956-12-13
"01 839 0775",2018-05-13,1,,"C2",1990-06-07
"01 483 1058",2016-12-08,2,,"B",1976-04-28
"01 342 2120",2016-10-26,1,,"C2",1951-01-15
"01 113 0024",2014-04-15,1,,"B",1990-11-03
"0504 771 8299",2015-12-18,2,,"C2",1985-12-24
"01 305 7271",2017-08-28,1,,"D",1957-05-05
"090 949 0991",2018-09-27,1,,"A",1980-08-22
"061 488 9909",2013-08-26,1,,"B",1972-07-14
"01 171 9375",2017-06-02,2,,"E",1978-05-16
"01 790 2829",2012-11-27,2,,"C2",1988-01-21
"061 745 8959",2012-06-11,3,2018-07-01,"C1",1986-05-25
"043 445 9426",2017-12-18,1,,"C1",1976-06-06
"01 961 5554",2013-03-22,2,,"C2",1980-11-02
"091 907 6859",2015-05-21,3,2018-07-01,"C2",1966-03-25
"095 670 1286",2015-06-20,1,,"C1",1987-12-21
"01 313 0013",2017-01-19,1,,"B",1953-11-16
"01 410 3163",2012-06-26,3,,"C2",1958-09-20
"01 404 8599",2018-05-30,1,,"B",1985-12-23
"066 205 2728",2012-08-18,3,,"C1",1987-05-21
"098 478 2641",2013-08-10,1,,"B",1984-11-15
"01 026 7127",2017-06-29,1,,"D",1964-01-05
"0404 420 7587",2016-01-31,2,2018-07-01,"C2",1960-06-24
"041 131 5620",2014-05-01,1,,"C2",1993-04-28
"01 222 3680",2017-04-25,2,,"B",1965-07-17
"028 182 3374",2017-02-25,3,,"D",1993-09-16
"01 461 8620",2013-04-12,1,,"C2",1957-03-02
"099 603 4957",2013-10-31,2,,"C2",1963-08-06
"01 006 3386",2016-02-04,3,,"B",1963-05-20
"071 802 1937",2014-03-26,3,,"C1",1955-03-05
"048 154 4147",2016-01-26,2,,"E",1994-05-22
"01 427 0910",2018-03-01,2,,"B",1984-05-24
"041 819 0252",2014-07-27,1,,"C1",1965-01-24
"063 367 5154",2016-09-17,3,,"B",1982-10-03
"028 370 6906",2012-10-05,2,,"B",1963-10-28
"01 759 9439",2012-01-24,3,,"C2",1992-07-31
"01 214 5920",2018-03-23,2,,"B",1967-04-22
"044 708 3605",2018-06-22,1,2018-07-01,"C2",1998-07-28
"029 328 5080",2014-07-20,1,,"C1",1964-08-25
"01 199 2074",2018-01-31,2,,"A",1975-10-20
"044 957 7687",2017-06-06,1,,"D",1990-02-06
"01 685 8845",2018-05-09,3,,"B",1956-04-27
"095 179 3824",2012-12-25,2,,"C1",1992-11-09
"01 803 5524",2018-05-27,2,,"D",1992-05-02
"01 250 0132",2017-11-06,2,,"C1",1976-02-14
"01 512 1490",2015-03-27,2,,"B",1961-02-13
"01 633 5571",2014-02-25,2,,"D",1990-04-08
"01 956 7126",2014-10-05,2,,"D",1978-04-11
"051 720 1855",2015-10-05,1,,"B",1956-03-06
"01 617 7173",2014-07-13,2,,"C1",1992-08-22
"01 826 5379",2012-04-03,2,,"D",1986-12-30
"01 010 6737",2014-02-12,2,,"E",1973-01-30
"052 367 6970",2015-08-11,3,,"C2",1954-07-18
"066 003 5829",2016-01-03,2,2018-07-01,"B",1977-11-09
"090 561 9948",2017-06-11,2,,"D",1965-03-31
"01 893 1529",2017-10-11,2,,"B",1980-01-16
"01 134 8965",2012-07-29,1,,"C2",1996-12-30
"042 794 1122",2018-04-18,1,,"E",1961-08-14
"01 074 7900",2015-11-16,2,,"A",1995-04-13
"01 592 6668",2016-11-03,2,,"C2",1970-06-15
"01 969 8707",2018-04-02,1,,"B",1974-01-19
"041 842 8999",2017-11-10,1,,"C1",1958-07-16
"044 550 8494",2012-03-07,1,,"B",1987-09-29
"01 679 2664",2012-10-02,2,,"C1",1950-05-28
"01 686 7677",2015-12-24,2,,"C1",1956-06-28
"066 284 5275",2014-01-24,2,,"C2",1965-02-06
"028 965 1464",2016-02-02,3,,"C2",1981-09-20
"01 200 5736",2012-01-20,1,,"B",1994-12-22
"01 447 0129",2015-07-31,2,,"C2",1971-04-30
"021 802 0299",2017-02-23,3,2018-07-01,"D",1981-03-06
"01 103 5159",2012-04-09,3,,"C2",1979-05-13
"01 618 7414",2012-06-16,2,,"C2",1965-09-07
"01 255 0325",2017-07-30,2,,"D",1950-01-24
"071 856 0389",2014-05-12,1,2018-07-01,"C1",1995-01-17
"026 625 8092",2015-02-08,1,2018-07-01,"C2",1960-11-18
"022 471 7974",2017-02-16,1,,"C1",1969-12-15
"047 439 6072",2015-08-25,2,,"B",1987-03-08
"01 838 1943",2014-08-02,1,,"D",1976-06-10
"01 235 9484",2014-08-25,2,,"C1",1957-05-23
"01 158 4457",2013-01-12,1,,"C1",1951-09-09
"01 901 6601",2016-04-04,3,,"C2",1989-05-14
"067 791 5452",2013-02-27,3,,"B",1953-03-10
"024 374 3282",2017-11-06,2,,"B",1975-04-14
"01 286 3795",2015-10-03,1,,"C2",1981-12-03
"024 921 1226",2018-10-26,2,,"C1",1952-12-18
"01 395 4899",2015-01-28,3,,"C1",1984-05-18
"023 137 5997",2016-02-19,2,,"C1",1979-05-04
"01 852 6552",2017-04-19,1,,"D",1999-03-10
"098 038 9935",2012-11-16,1,,"C1",1998-07-18
"01 019 8405",2016-09-03,2,,"B",1996-05-30
"074 345 1730",2014-03-09,3,,"C2",1956-10-14
"047 064 8679",2012-08-02,2,,"E",1950-01-31
"01 974 1072",2013-08-19,2,,"C1",1972-11-02
"021 025 9620",2015-05-30,2,2018-07-01,"C1",1965-03-21
"01 836 1378",2018-05-26,3,,"B",1990-06-14
"01 817 0722",2013-03-09,3,,"C2",1956-11-28
"01 054 2790",2016-10-23,1,,"C2",1965-12-07
"059 048 5664",2014-05-23,1,,"D",1969-03-19
"066 773 2688",2016-12-19,2,,"D",1962-07-02
"01 119 6122",2016-07-24,2,,"D",1988-12-28
"01 427 7586",2014-11-23,3,,"B",1973-04-18
"01 658 1032",2015-12-24,2,,"C2",1993-10-08
"021 110 0515",2016-01-26,2,,"B",1972-04-21
"01 928 4833",2015-10-06,2,,"B",1988-07-28
"01 974 8729",2016-11-24,1,,"C2",1989-12-21
"021 163 8745",2013-03-10,2,,"C1",1970-06-09
"01 150 3179",2016-02-16,1,,"B",1983-01-11
"01 687 6914",2017-12-30,1,,"C2",1952-05-16
"057 688 2936",2018-03-06,1,,"D",1993-08-05
"091 648 9060",2014-05-05,3,,"D",1970-10-16
"097 130 5068",2012-03-30,1,,"C1",1959-04-20
"074 322 6732",2013-10-13,2,,"E",1962-07-18
"021 020 2589",2018-02-05,2,,"D",1984-01-05
"01 397 6352",2013-02-07,1,,"C1",1961-07-21
"025 781 4718",2014-02-16,3,,"C1",1959-01-20
"01 835 6670",2016-10-30,3,,"A",1979-10-05
"099 903 8626",2016-04-15,1,,"B",1993-06-12
"095 861 5241",2018-02-21,1,2018-07-01,"C2",1989-08-11
"097 390 0624",2017-10-20,1,,"C2",1966-03-05
"066 801 7596",2016-12-30,3,,"C2",1975-01-03
"023 871 0073",2018-05-07,2,,"C1",1974-04-07
"043 680 6059",2017-01-18,1,,"B",1996-09-26
"01 819 3356",2014-02-16,3,,"C1",1956-07-23
"059 276 4171",2013-06-07,3,,"C1",1978-04-06
"090 716 1264",2018-10-02,1,,"D",1997-11-14
"01 979 6338",2013-11-18,3,,"D",1965-01-27
"041 988 3745",2013-08-07,1,,"C2",1997-02-05
"01 746 9198",2018-01-31,2,,"B",1960-02-26
"01 661 5779",2018-03-21,3,,"C2",1969-04-16
"027 719 9739",2018-07-13,3,,"B",1951-06-27
"01 614 0075",2014-11-23,3,,"B",1954-10-30
"01 331 6169",2012-08-21,3,,"C2",1973-06-04
"01 264 4394",2016-09-29,1,,"C1",1978-06-17
"01 286 8445",2013-12-20,3,,"C2",1961-09-01
"023 580 5845",2013-09-08,3,,"B",1971-08-06
"098 365 6341",2013-08-26,2,,"C1",1975-02-22
"01 572 6129",2014-07-11,2,,"C1",1961-09-21
"01 167 2516",2018-10-30,1,,"B",1962-01-09
"068 158 5311",2013-07-30,1,,"C2",1979-03-03
"045 700 7217",2013-09-01,2,,"C2",1998-06-14
"0402 610 5666",2012-08-07,3,,"B",1987-06-17
"066 226 6834",2018-04-07,1,,"C2",1968-09-25
"064 843 0674",2016-06-25,1,,"D",1985-08-02
"063 638 2601",2014-05-21,1,,"E",1969-05-10
"069 150 4047",2014-10-04,3,2018-07-01,"A",1994-01-28
"01 604 9664",2014-08-27,3,2018-07-01,"C2",1975-03-24
"099 941 1468",2012-01-18,2,,"D",1980-01-19
"027 359 3586",2015-09-29,2,,"C2",1954-08-23
"044 504 0008",2014-02-03,3,,"C1",1974-11-21
"01 289 0960",2017-04-25,2,,"C1",1950-09-06
"066 722 2941",2016-10-26,2,,"C1",1996-08-04
"01 928 1969",2013-04-15,2,2018-07-01,"B",1982-06-02
"01 573 8089",2017-04-14,1,,"B",1980-04-26
"058 146 1665",2014-08-16,3,,"C2",1950-04-15
"094 745 1639",2012-06-13,1,,"C1",1979-10-09
"01 862 4454",2016-04-13,1,,"D",1981-10-25
"01 820 7809",2012-11-15,1,,"C2",1996-11-24
"042 817 8348",2018-09-02,3,,"B",1980-05-09
"059 789 8696",2018-07-30,1,,"D",1967-11-27
"01 513 7072",2016-01-11,3,,"C1",1996-07-26
"065 728 2634",2016-04-05,2,,"C2",1964-01-16
"028 352 2625",2012-12-15,2,,"B",1993-07-07
"025 035 3601",2017-10-07,2,,"C1",1966-03-30
"01 443 7781",2018-07-12,1,2018-07-01,"E",1998-01-08
"074 285 3295",2016-01-31,2,,"E",1995-02-09
"094 188 3997",2018-03-12,1,,"C1",1976-04-05
"090 236 2545",2014-06-22,3,,"C2",1973-12-07
"01 500 9260",2015-11-16,1,,"D",1983-02-05
"0505 289 1863",2016-11-05,2,,"A",1971-02-03
"01 049 7210",2012-05-21,3,,"D",1981-04-15
"01 935 8813",2018-07-23,1,,"B",1964-04-26
"01 528 9309",2018-01-13,1,,"C2",1991-11-15
"01 398 2076",2016-06-27,3,,"B",1954-05-16
"01 154 5064",2012-12-29,2,,"B",1957-06-06
"01 462 1363",2013-11-09,3,,"C2",1987-04-21
"01 054 9395",2012-07-25,2,,"C2",1991-07-14
"01 654 4338",2018-01-06,2,,"E",1980-12-14
"097 464 5055",2013-10-09,2,,"D",1971-04-23
"053 064 1365",2015-07-04,2,,"C2",1955-09-19
"01 534 3085",2016-07-15,1,,"D",1999-06-30
"01 614 6230",2012-09-22,3,,"C1",1979-08-28
"091 609 1896",2016-05-05,1,,"C2",1964-08-22
"063 728 3508",2014-12-12,1,,"D",1950-08-27
"029 216 3765",2018-05-31,3,,"E",1964-12-30
"0404 621 9966",2017-07-17,1,2018-07-01,"E",1977-05-31
"01 129 0409",2018-02-24,3,2018-07-01,"C2",1980-04-07
"01 077 2995",2016-01-22,1,,"C1",1992-12-10
"01 442 0730",2015-09-14,2,,"C1",1966-01-04
"01 358 0127",2015-11-30,2,2018-07-01,"C2",1994-09-29
"091 213 3212",2018-02-03,3,,"B",1988-03-19
"01 908 6360",2017-11-27,1,,"B",1968-06-28
"01 022 1891",2017-03-16,2,,"D",1976-05-06
"0404 939 9612",2013-05-01,3,,"C2",1994-08-25
"0404 076 6345",2018-10-24,3,,"C1",1955-10-29
"01 223 5519",2016-06-05,3,2018-07-01,"C2",1972-02-12
"063 348 5781",2014-10-09,3,,"B",1972-08-28
"01 428 6879",2012-06-09,3,,"B",1979-08-25
"059 267 9137",2015-11-18,3,,"E",1965-07-18
"01 185 4035",2016-09-09,3,,"C1",1970-03-04
"043 572 3122",2018-09-21,2,,"C2",1999-05-13
"01 554 5318",2012-04-21,1,,"D",1957-08-21
"064 323 5478",2014-03-19,3,,"B",1967-06-11
"01 548 8238",2017-10-14,1,,"B",1958-11-11
"01 095 7745",2016-01-30,3,,"B",1987-08-28
"059 197 0148",2017-01-09,1,,"C2",1991-06-22
"065 048 5601",2012-10-15,3,,"B",1976-06-22
"068 404 1671",2016-03-19,1,,"B",1969-04-14
"096 187 0495",2012-12-13,3,,"C2",1975-04-23
"064 653 2401",2014-04-10,1,,"D",1979-05-02
"022 780 0471",2012-04-18,3,2018-07-01,"C2",1986-01-07
"01 063 0297",2017-11-23,3,2018-07-01,"C2",1984-03-06
"01 260 4785",2018-03-08,2,,"D",1958-03-12
"099 356 0192",2018-03-11,1,,"C2",1957-09-25
"01 645 8693",2017-12-12,3,,"C1",1981-07-29
"01 272 8869",2013-06-07,1,,"C1",1994-08-15
"0504 898 3632",2014-07-25,3,,"A",1982-09-15
"097 697 1914",2018-06-11,1,,"A",1961-09-18
"01 916 5995",2014-02-22,3,,"C2",1979-01-12
"01 362 3788",2016-11-30,2,,"C1",1985-05-09
"01 363 6615",2012-02-02,3,,"B",1950-04-05
"01 980 1962",2014-04-25,2,,"B",1990-11-15
"069 332 3421",2016-08-04,1,,"C1",1951-03-31
"043 457 1660",2015-10-28,3,,"D",1978-11-06
"01 608 9797",2015-02-28,2,2018-07-01,"D",1959-03-10
"01 718 0903",2015-09-14,3,,"C2",1988-04-14
"074 061 7899",2016-06-25,3,2018-07-01,"C1",1977-07-21
"01 820 7163",2017-07-25,2,,"B",1956-12-18
"01 114 7811",2015-06-12,3,,"B",1969-09-21
"024 318 5132",2015-10-21,2,,"C1",1982-10-22
"01 153 8402",2012-04-20,2,,"C2",1970-01-07
"052 602 9142",2014-02-20,3,,"D",1970-08-15
"044 187 0176",2016-06-23,3,,"A",1960-05-25
"026 331 7026",2014-08-05,3,,"C1",1960-07-18
"01 111 3159",2015-03-25,2,,"C1",1991-06-15
"01 963 9405",2018-03-18,2,2018-07-01,"B",1963-05-06
"063 261 9950",2015-11-28,3,,"E",1981-04-16
"066 219 5117",2017-10-20,1,,"C2",1977-12-16
"066 706 5536",2016-11-13,1,,"B",1993-01-02
"01 495 7683",2012-09-05,2,,"B",1950-02-11
"01 102 4815",2015-05-16,3,,"C1",1963-02-08
"01 488 5415",2015-07-30,2,,"C2",1982-11-30
"091 458 4719",2013-01-11,1,,"B",1998-05-27
"026 044 6829",2014-07-09,1,2018-07-01,"C2",1975-01-10
"01 400 8509",2013-07-24,1,,"C1",1971-07-31
"069 781 1188",2014-11-16,2,,"B",1996-10-22
"01 239 3338",2013-06-24,1,2018-07-01,"E",1969-03-17
"023 187 6468",2015-08-16,3,2018-07-01,"E",1989-09-24
"0504 886 7456",2016-07-07,2,2018-07-01,"D",1973-01-20
"01 031 2462",2018-03-30,1,,"D",1985-04-25
"023 006 7791",2016-05-16,3,,"B",1993-01-27
"01 987 1531",2016-07-27,3,2018-07-01,"A",1990-08-01
"01 875 0427",2014-03-17,3,,"E",1953-08-11
"01 657 2338",2015-08-20,2,2018-07-01,"C2",1996-01-01
"01 923 9521",2012-01-05,3,,"E",1987-04-01
"01 690 6847",2017-09-08,3,,"C2",1984-08-17
"063 174 1607",2017-12-17,2,,"C1",1973-05-17
"01 190 5811",2013-03-23,2,,"B",1975-12-02
"0402 593 9071",2018-03-08,1,,"E",1970-05-31
"026 337 7516",2012-02-16,2,,"C1",1994-12-20
"01 534 4637",2012-01-17,2,,"D",1955-12-24
"067 111 0367",2015-02-25,2,,"C1",1996-09-07
"074 823 8460",2013-11-11,2,2018-07-01,"D",1953-03-30
"045 955 4853",2017-06-02,1,,"C1",1975-07-15
"01 852 4159",2017-12-04,3,2018-07-01,"C1",1977-04-19
"01 972 9374",2018-10-11,3,,"E",1992-10-06
"0402 937 7845",2015-11-18,1,,"E",1954-07-13
"044 302 1311",2015-12-28,3,,"A",1960-11-30
"01 469 5586",2018-08-03,1,,"B",1971-05-28
"01 870 5041",2014-04-15,3,,"C1",1958-08-20
"01 340 7726",2018-02-09,1,,"E",1984-07-02
"062 815 8218",2016-01-22,2,,"C2",1954-02-24
"01 853 3451",2017-02-23,3,,"B",1958-04-23
"01 834 2601",2018-10-15,3,,"C2",1954-10-02
"024 540 8363",2016-12-19,1,,"C2",1972-09-21
"01 070 3810",2018-08-01,1,,"C1",1964-04-02
"01 625 9698",2012-03-18,3,,"D",1990-02-22
"043 689 0902",2017-10-06,1,,"D",1967-08-20
"0505 745 5374",2016-02-20,1,,"E",1990-12-31
"051 398 9015",2017-02-05,3,,"E",1972-10-28
"01 023 6597",2013-07-21,2,,"A",1974-09-16
"01 816 1283",2018-06-12,2,,"C1",1982-03-21
"0404 713 9594",2015-09-05,3,,"B",1969-04-30
"029 948 7350",2013-01-28,2,,"C2",1971-02-22
"071 517 9956",2016-07-13,1,,"C2",1984-12-12
"01 268 3932",2015-03-26,3,,"C1",1956-08-12
"051 254 9380",2013-10-19,2,2018-07-01,"C2",1964-10-08
"01 321 4217",2013-02-28,1,,"B",1984-07-24
"01 761 0995",2012-08-03,2,,"D",1989-11-21
"0402 219 7909",2018-04-29,1,2018-07-01,"D",1972-04-08
"01 249 0227",2016-05-01,1,,"C2",1999-05-27
"090 371 5331",2016-12-18,3,,"C2",1966-08-20
"043 216 3008",2014-04-09,3,,"B",1951-12-14
"01 690 0234",2012-06-16,2,2018-07-01,"B",1987-09-03
"01 229 7281",2015-10-10,3,,"C2",1983-11-29
"061 540 9702",2016-10-09,2,,"B",1980-01-21
"062 633 4582",2012-11-06,1,,"C2",1987-04-15
"096 084 4213",2013-07-15,3,,"B",1978-02-05
"074 959 5375",2016-04-13,3,,"D",1997-09-12
"0505 637 4173",2017-04-03,3,,"C2",1978-11-25
"058 245 1035",2018-06-14,1,,"D",1959-02-23
"068 283 7087",2013-06-19,3,,"C1",1961-08-30
"01 327 6444",2013-06-25,2,2018-07-01,"B",1976-07-05
"026 090 3136",2018-05-27,3,,"B",1975-02-05
"01 218 7481",2015-08-05,2,,"C1",1991-07-19
"063 647 9440",2012-08-21,1,,"A",1967-12-28
"01 801 1874",2016-10-06,3,,"C1",1998-11-01
"028 211 0088",2013-07-17,3,,"C1",1975-11-05
"01 045 8528",2017-04-11,2,,"B",1995-07-28
"052 035 5945",2015-10-21,3,,"C2",1954-12-18
"022 555 8354",2017-09-21,1,,"A",1965-03-20
"067 155 7213",2014-01-14,3,,"E",1988-10-26
"01 996 8382",2014-08-06,1,,"C1",1955-03-18
"01 048 5602",2013-12-02,2,,"C2",1966-01-30
"01 278 0086",2013-01-05,3,,"C2",1998-03-08
"01 599 9454",2013-12-12,3,,"C1",1991-05-17
"046 763 1600",2018-06-20,1,2018-07-01,"C2",1971-05-02
"01 256 9777",2014-07-21,1,,"D",1994-03-07
"01 178 5581",2016-12-18,3,,"A",1980-05-24
"048 294 6558",2012-09-03,3,,"B",1980-09-18
"01 336 5914",2018-08-13,2,,"B",1997-05-26
"029 847 2788",2014-07-23,2,,"C1",1990-08-31
"01 466 8616",2012-01-06,2,,"C1",1967-11-19
"01 425 9816",2012-02-22,3,,"D",1976-12-30
"053 716 2434",2016-02-23,1,,"C2",1985-05-19
"056 779 6291",2018-04-08,1,,"C2",1950-09-30
"053 546 9391",2013-05-11,2,,"E",1967-05-25
"01 436 7220",2013-08-30,2,,"B",1991-08-16
"01 862 3801",2016-09-02,2,,"B",1960-05-05
"096 150 2511",2016-09-10,3,,"B",1975-04-18
"01 345 2891",2013-09-14,2,,"E",1993-10-15
"01 394 1663",2017-05-14,2,,"B",1969-11-17
"01 909 6294",2016-02-16,1,,"C1",1992-03-05
"01 301 2399",2017-10-26,2,,"C1",1969-08-25
"028 756 0356",2017-05-10,1,,"A",1957-10-21
"01 256 7725",2014-08-31,3,2018-07-01,"C2",1959-12-03
"01 277 0915",2013-07-28,2,2018-07-01,"B",1976-10-16
"059 121 8423",2014-12-04,2,,"B",1955-07-07
"01 410 7053",2018-06-23,1,,"B",1980-09-26
"074 053 9521",2017-06-09,2,,"B",1958-12-10
"090 071 8140",2017-08-12,2,,"E",1952-04-17
"01 263 6808",2013-04-28,1,,"B",1995-08-09
"065 249 2167",2013-11-01,2,,"B",1988-10-25
"024 987 2612",2015-05-23,3,,"D",1988-02-14
"01 866 5864",2014-02-16,3,,"C2",1992-09-12
"041 452 3626",2016-04-01,2,,"B",1963-07-24
"01 168 7762",2012-08-11,1,,"C1",1998-01-04
"01 771 5107",2013-02-11,1,,"E",1991-03-16
"01 430 6731",2015-12-25,2,,"C2",1963-01-04
"01 250 5842",2014-08-14,2,,"B",1985-04-09
"048 577 9923",2017-04-06,3,,"D",1995-05-16
"064 166 4019",2014-05-27,2,,"E",1963-10-05
"01 868 6228",2017-02-24,2,,"B",1981-11-24
"058 087 1745",2012-02-16,3,,"B",1950-12-25
"091 313 0363",2012-02-29,3,,"C2",1955-05-08
"01 292 1991",2015-11-27,2,2018-07-01,"C1",1965-11-01
"01 877 0836",2012-10-14,1,,"D",1970-11-25
"074 900 4866",2016-11-11,1,2018-07-01,"C1",1967-06-18
"065 365 4478",2013-02-07,3,,"B",1974-11-03
"01 471 1125",2017-12-31,1,,"D",1996-06-04
"01 491 5267",2018-10-18,2,,"C2",1979-02-14
"01 239 5952",2017-12-14,2,,"C1",1973-12-16
"01 393 4473",2012-05-14,2,,"B",1985-11-12
"01 302 9590",2014-08-17,2,,"B",1994-08-19
"01 378 7719",2017-02-07,3,,"B",1970-02-11
"01 557 3418",2014-12-15,3,2018-07-01,"B",1976-02-01
"062 146 1787",2018-05-22,1,,"C1",1965-10-21
"01 886 8237",2015-06-21,3,,"B",1978-01-16
"059 276 0256",2017-07-27,1,,"C2",1964-05-18
"01 160 5908",2016-11-13,1,2018-07-01,"C2",1972-09-17
"068 097 9932",2013-10-28,1,,"B",1994-09-25
"01 035 6623",2013-12-12,3,,"B",1965-10-10
